Threshold,0.7622054800391197,0.8981427675256362,1.0340800550121527,1.1700173424986693,1.3059546299851856,1.4418919174717022,1.5778292049582188,1.7137664924447353,1.849703779931252,1.9856410674177685,2.121578354904285,2.257515642390801,2.3934529298773177,2.5293902173638343
MLP,0.676,0.772,0.851,0.911,0.958,0.983,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
VGG19,0.593,0.685,0.793,0.881,0.943,0.984,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
ResNet50,0.728,0.828,0.908,0.964,0.991,0.998,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
