Threshold,1.4386979341506958,1.655368841611422,1.8720397490721483,2.0887106565328746,2.305381563993601,2.5220524714543266,2.7387233789150534,2.955394286375779,3.172065193836506,3.3887361012972317,3.605407008757958,3.822077916218684,4.038748823679411,4.255419731140137
MLP,0.787,0.852,0.905,0.936,0.966,0.986,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
VGG19,0.69,0.775,0.846,0.915,0.96,0.987,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
ResNet50,0.839,0.904,0.948,0.976,0.994,0.998,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
